,Methanobrevibacter,Methanosphaera,Methanomassiliicoccus,Actinomyces,Mobiluncus,Varibaculum,Brevibacterium,Corynebacterium,Brachybacterium,Dietzia,Leucobacter,Microbacterium,Micrococcus,Rothia,Mycobacterium,Bifidobacterium,Scardovia,Adlercreutzia,Asaccharobacter,Atopobium,Collinsella,Cryptobacterium,Eggerthella,Gordonibacter,Olsenella,Paraeggerthella,Senegalemassilia,Slackia,Coriobacteriaceae.unclassified,Bacteroides,X.Barnesiella.unclassified.,Barnesiella,Butyricimonas,Odoribacter,Parabacteroides,Porphyromonas,Porphyromonadaceae.unclassified,Paraprevotella,Prevotella,Prevotellaceae.unclassified,Alistipes,X.Prevotella.,Bacteroidales.unclassified.unclassified,Chryseobacterium,Wautersiella,Cloacibacterium,X.Melainabacter.,X.Bacilli.Clostridia..unclassified.unclassified.unclassified,Bacillus,Geobacillus,Brochothrix,Staphylococcus,Gemella,Abiotrophia,Granulicatella,Enterococcus,Tetragenococcus,Lactobacillus,Pediococcus,Leuconostoc,Weissella,Lactococcus,Streptococcus,X.Clostridiaceae.Eubacteriaceae..unclassified,X.Clostridiaceae.Ruminococcaceae..unclassified,X.Clostridiaceae.unclassified..unclassified,X.Eubacteriaceae.Lachnospiraceae..unclassified,X.Lachnospiraceae.unclassified..unclassified,X.Oscillospiraceae.Ruminococcaceae..unclassified,X.Ruminococcaceae.unclassified..unclassified,Catabacter,Christensenella,Christensenellaceae.unclassified,Butyricicoccus,Clostridium,Sarcina,Clostridiaceae.unclassified,X.Finegoldia.Unclassified_Tissierellaceae.,Anaerococcus,Parvimonas,Peptoniphilus,Mogibacterium,Dehalobacterium,Anaerofustis,Eubacterium,Pseudoramibacter,X.Blautia.Roseburia.,X.Blautia.unclassified.,X.Lachnoclostridium.unclassified.,Anaerostipes,Anoxystipes,Blautia,Butyrivibrio,Cellulosilyticum,Coprococcus,Dorea,Hespellia,Lachnoanaerobaculum,Lachnoclostridium,Lachnospira,Lactonifactor,Marvinbryantia,Oribacterium,Parasporobacterium,Pseudobutyrivibrio,Robinsoniella,Roseburia,Tyzzerella,X.Ruminococcus.,Lachnospiraceae.unclassified,Oscillibacter,Peptococcus,Asaccharospora,Intestinibacter,Paeniclostridium,Peptoclostridium,Peptostreptococcaceae,Peptostreptococcus,Romboutsia,Terrisporobacter,Peptostreptococcaceae.unclassified,X.Candidatus_Soleaferrea.unclassified.,X.Faecalibacterium.Gemmiger.,X.Faecalibacterium.unclassified.,X.Gemmiger.unclassified.,X.Ruminococcus.unclassified.,Anaerofilum,Anaerotruncus,Candidatus_Soleaferrea,Faecalibacterium,Gemmiger,Intestinimonas,Oscillospira,Papillibacter,Ruminococcus,Subdoligranulum,Ruminococcaceae.unclassified,Howardella,X.Bacteroides.,X.Mogibacteriaceae..unclassified,Clostridiales.unclassified.unclassified,Absiella,Bulleidia,Candidatus_Stoquefichus,Catenibacterium,Dielma,Eggerthia,Erysipelatoclostridium,Faecalicoccus,Faecalitalea,Holdemanella,Holdemania,RFN20,Solobacterium,Turicibacter,cc_115,p.75.a5,Erysipelotrichaceae.unclassified,Acidaminococcus,Phascolarctobacterium,Selenomonadales.unclassified.unclassified,Allisonella,Anaerovibrio,Dialister,Megamonas,Megasphaera,Mitsuokella,Veillonella,Firmicutes.unclassified.unclassified.unclassified.unclassified,Fusobacterium,Leptotrichia,Sneathia,Victivallis,Brevundimonas,Phenylobacterium,RF32.unclassified.unclassified,Bradyrhizobium,Methylobacterium,Agrobacterium,Paracoccus,Blastomonas,Sphingomonas,Achromobacter,Lautropia,X.Diaphorobacter.Hylemonella.,Comamonas,Pelomonas,Variovorax,Herbaspirillum,Massilia,Oxalobacter,Oxalobacteraceae.unclassified,Parasutterella,Sutterella,Sutterellaceae.unclassified,Eikenella,Neisseria,Bilophila,Desulfovibrio,Desulfovibrionaceae.unclassified,Campylobacter,Helicobacter,Aeromonas,Succinatimonas,Succinivibrio,Cardiobacterium,X.Averyella.Citrobacter.Enterobacter.Kluyvera.,X.Citrobacter.Raoultella.,X.Erwinia.unclassified.,X.Escherichia.Hafnia.,X.Gluconacetobacter.Yersinia.,X.Shigella.unclassified.,Cedecea,Citrobacter,Cronobacter,Enterobacter,Erwinia,Escherichia,Leminorella,Moellerella,Morganella,Proteus,Providencia,Raoultella,Salmonella,Serratia,Trabulsiella,Yersinia,Yokenella,Enterobacteriaceae.unclassified,X.Haemophilus.unclassified.,Aggregatibacter,Haemophilus,Pasteurellaceae.unclassified,Acinetobacter,Moraxella,Pseudomonas,Vibrio,Stenotrophomonas,Cloacibacillus,Pyramidobacter,Mycoplasma,Unclassified.unclassified.unclassified.unclassified.unclassified,Akkermansia
SRR6463258,0,0,0,28,0,0,0,1,0,0,0,0,0,0,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,70,0,0,0,3,4,0,22,72,0,37,0,0,0,11,228,0,0,0,0,3,0,0,0,0,0,0,641,0,0,0,0,0,3,3,0,0,2,0,0,5921,0,1,0,12232,0,0,0,5405,0,0,2023,0,13,0,3,0,0,0,2,0,0,36,0,0,0,158,0,0,0,3,0,4,16,0,0,2,0,0,0,0,0,3,0,0,0,0,17,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1583,0,0,404,0,0,0,0,0,0,1105,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,74,0,0,0,23029,0,77,0,0,0,26,2,0,24,549,0,11,3,21,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SRR6463260,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,7454,0,0,0,0,0,0,3,0,0,0,0,0,0,7100,0,0,27,12,333,0,0,121,0,0,81,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,2,0,0,0,0,3076,0,0,0,67,267,0,0,0,0,0,0,37,0,0,0,0,0,1,0,0,0,108,0,0,17872,0,1,0,2006,0,0,275,937,2,0,2427,0,0,0,0,0,0,0,3945,110,4,257,10,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,20,0,5586,0,114,0,0,0,102,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,75,0,100,0,1,0,19,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,15,108,0,0,0,0,0,0,0,0,0,1,0,0,27402,0,57,0,0,0,34,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21120
SRR6463265,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,11031,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,13,13,0,29,0,0,0,1,196,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,2,0,0,0,0,0,7,0,101,2,11206,0,0,0,3898,0,0,5558,0,10,0,0,0,0,0,0,466,0,66,1,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,52,0,13,0,1,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,6,0,0,0,0,0,0,632,0,0,0,0,4,0,694,0,28,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,370,0,0,7,0,3512,0,73,0,0,0,9,1,0,106,163,0,41,0,53,0,3,42,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
SRR6463278,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,10644,0,0,0,0,1,0,0,0,4174,0,1,0,0,0,0,0,0,20,0,0,0,0,3,0,3,26,0,3,0,0,0,1,1173,0,0,0,1335,32,0,0,0,0,0,11,34,0,0,0,0,0,0,0,0,0,9,0,0,2480,1,2201,1,1323,0,0,664,864,0,0,398,0,3,0,0,0,0,0,905,287,4,585,8,0,0,508,0,0,0,0,0,1,0,0,0,7162,0,0,0,0,0,136,28,0,245,0,829,255,63,0,0,0,122,22,0,8,0,0,0,139,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,4841,0,1,0,24,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0
SRR6463283,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,33,1,0,0,0,2,0,1,0,0,0,0,0,0,6825,0,20,0,4,309,0,14,0,20,0,14,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,20,0,0,0,728,516,0,0,0,0,1,0,26,0,0,0,4,0,3,0,0,0,2787,0,0,10229,0,1810,6,4362,0,0,954,4421,4,0,813,0,7,0,0,0,0,0,2498,102,4,1692,12,0,0,3,0,0,0,3,0,0,5,0,456,0,0,0,0,0,0,2,3,4,57,0,617,0,53,0,0,0,8,0,0,0,2,0,0,55,1,0,0,0,0,1,0,0,0,9687,688,161,0,0,0,49,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,16,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6463288,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,8,0,1,2,0,0,12,0,16,7220,0,173,26,10,229,0,0,0,4,0,716,0,0,0,0,0,20,0,0,0,0,0,5,0,1,0,0,0,0,0,1,4,41,0,0,0,18,214,0,3,1,22,28,0,303,0,0,0,2,1,1,0,0,1,2312,0,0,4816,6,179,11,2278,0,0,112,2717,0,0,959,0,4,6,0,0,0,0,548,355,5,4439,736,25,0,2,0,0,0,9,0,0,0,0,3235,965,52,168,5,0,344,108,69,4,255,0,2667,23,588,9,0,2,4148,0,0,0,1326,1,0,2,0,0,0,2,0,0,0,0,0,85,0,425,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,37,0,0,0,142,471,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,361
SRR6463292,2,0,0,1,0,0,0,1,0,0,0,0,0,4,0,8,0,0,0,0,41,0,3,0,0,0,0,0,13,689,1,134,0,6,25,0,0,0,2,0,83,0,0,0,0,0,27,0,0,0,0,0,1,0,6,15,0,0,0,0,0,1,51,0,0,0,1,2,0,0,0,0,0,12,73,0,0,0,1,0,0,3,0,0,115,0,4,12,35,1,39,11848,0,0,0,1308,0,0,3095,0,9,0,0,0,0,3,127,0,3,37,104,0,0,1,0,0,0,0,0,0,0,0,0,1,8,0,0,1,0,0,0,0,167,0,223,0,185,0,0,6,2,2,0,2,1,0,0,1741,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,5944,1,15732,0,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0
SRR6463295,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,1,1,0,0,0,0,0,0,0,0,27644,0,419,59,15,823,0,0,0,2,0,67,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,52,0,0,594,14,88,0,516,0,0,11,105,0,0,2635,0,0,0,0,0,0,0,0,7,0,136,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29,0,5,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,3657,0,0,0,0,1339,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6463332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14597,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,140,0,87661,3,0,0,2,22,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,5,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,142,39,0,1,0,615,0,22,0,0,0,0,3,0,76,213,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRR6463337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1,0,0,0,0,0,0,0,23,0,0,0,0,27464,0,817,27,212,6729,0,1,0,7,0,2051,0,0,0,0,0,0,391,0,0,0,0,0,0,6,0,0,3,0,0,0,0,5,0,0,0,7021,0,1,0,0,0,0,2,981,0,329,0,0,0,0,1,0,5,3875,0,0,1310,0,243,2,1038,0,0,169,934,0,0,671,0,2,0,0,0,0,0,3605,169,52,837,568,0,0,22,0,0,0,0,0,2,16,0,0,4089,5,0,0,3,5,19,4,1,243,0,3664,27,250,0,0,2,105,0,0,103,0,0,0,83,0,0,0,32,0,0,2,0,0,989,0,1,0,0,0,1323,0,1,0,7,0,3,0,0,0,0,0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,381,84,0,0,95,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
SRR6463349,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,2130,0,0,2,2,82,0,0,20,1177,5008,125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,26,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,226,0,0,200,390,9,0,1348,0,0,800,3558,0,0,602,0,18,0,0,0,0,0,424,14,4,178,3,0,0,253,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,515,0,10,18,0,23,4,0,0,0,613,0,0,17,0,0,211,0,0,0,0,0,0,0,280,145,0,86,0,0,162,241,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,169,0,0,0,131,60,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6463351,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,304,0,1,0,0,4,0,0,0,0,0,0,0,0,8029,0,27,0,5,264,0,0,102,3,0,10,0,0,0,0,0,0,150,0,0,0,0,2,3,8,0,0,2180,0,3,0,58,20,0,0,0,1689,116,0,0,0,0,0,0,703,0,0,0,0,0,0,0,0,0,456,0,0,2530,545,364,0,1041,0,2,413,930,0,0,596,3,0,0,2,0,0,0,4350,0,5,762,15,0,0,200,0,0,0,0,0,8,38,0,87,2161,0,0,0,0,0,840,15,0,23,0,567,0,35,0,0,0,156,0,0,0,0,0,0,10,0,0,0,0,0,2,7,0,0,1115,0,0,0,0,0,520,0,0,0,167,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,320,0,0,1,0,0,3,0,0,0,0,0,56,0,0,0,0,5928,0,13,0,0,0,7,0,0,5,0,0,2,1,3,0,2,0,0,0,3,82,0,0,0,0,0,0,0,0,0,0,2
SRR6463355,0,0,0,17,0,0,0,1,0,0,0,1,0,0,0,88,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,1,1,0,14,0,0,0,0,0,0,16,0,0,0,0,5,0,15,4,0,1338,0,0,0,12,780,0,0,0,545,1,0,0,0,0,0,45,4408,0,0,0,0,3,1,2,0,0,72,0,0,803,1,2,19,52104,0,0,1,491,0,2,2309,1,0,0,3,0,0,0,27,779,1,89,1,0,0,1231,0,0,0,10,0,33,25,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,1,0,0,0,2,22,0,0,0,0,0,447,0,0,0,0,0,3,0,0,0,0,0,0,505,0,0,0,0,1,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,8379,0,86,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,2,0
SRR6463403,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,2758,0,0,0,0,0,0,8,0,0,0,0,0,0,30586,0,2,0,0,7,0,0,0,15,0,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,2,0,1,0,2,38,0,0,0,2,13,0,0,0,0,0,3,136,0,0,0,0,0,1,0,0,3,137,0,0,22,5,1866,10,13972,0,0,91,938,0,1,2925,0,12,0,0,0,0,0,9,299,138,1857,142,0,0,114,0,0,0,0,0,13,19,0,1,1,32,0,0,2,0,917,4,5,283,0,68,0,213,0,0,0,5,50,0,17,1,27,0,1495,0,0,1,26,0,1,4,0,0,1,0,0,45,0,0,2,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,2,1,0,0,2822,0,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,1,3451
SRR6463408,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,1,0,0,0,0,0,21126,0,2763,24,14,3599,0,129,0,10,0,5998,0,0,0,0,0,2,63,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,122,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,453,0,0,1220,8,0,4,1718,0,0,24,616,0,0,6384,0,18,0,0,0,0,0,862,40,5,481,182,0,0,116,0,0,0,0,0,0,0,0,1,4,0,0,0,31,0,5,0,0,369,0,114,0,33,0,0,0,5,0,0,0,0,0,0,193,0,0,1,1,0,0,0,0,0,0,0,2641,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,4280,0,0,0,0,207,0,0,0,0,0,0,0,0,10,0,0,0,0,1564,0,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR6463413,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1674,0,0,0,0,73,0,4,0,0,0,0,0,0,16515,0,100,7,39,835,0,0,0,4,0,133,0,0,0,0,0,0,0,0,0,0,1,9,0,1,28,0,3,0,0,0,0,28,0,0,0,2,0,0,0,0,0,0,0,43,0,0,0,0,2,17,0,0,2,30,0,0,14997,1,1,28,13574,0,0,2497,3079,0,0,1502,0,17,0,0,0,0,0,3,2735,15,1316,209,0,0,13,0,0,0,11,0,0,1,0,0,1,0,1,0,0,0,3,0,0,1205,0,553,0,144,0,0,0,3,402,0,0,0,0,0,53,0,0,1,0,0,1,0,0,0,1121,0,0,0,0,0,0,0,0,0,2,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,186,0,0,0,0,0,0,0,0,5,0,0,3,0,718,0,3,0,0,0,1,1,0,222,9,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3
SRR6463418,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,8190,0,31,54,57,589,0,5,322,6670,0,326,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,2414,141,12,0,0,5,5,1,66,0,0,0,0,0,0,0,0,0,613,0,0,782,254,246,3,1484,0,0,278,882,0,0,553,0,7,0,0,0,0,0,269,195,4,3593,1030,23,0,0,0,0,0,0,0,0,0,0,673,62,0,0,0,0,0,1132,3,5,133,0,821,0,711,0,0,2,78,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1765,0,628,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,282,242,0,0,48,103,35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR6463089,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,2,4,0,0,0,0,19,13312,0,22,18,34,302,0,1350,298,2,0,790,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,17,0,0,0,4,77,0,0,0,482,170,13,0,20,20,4,0,184,0,27,0,0,0,0,2,0,0,1875,0,0,740,33,565,4,520,0,0,834,2350,0,0,131,0,4,0,0,0,0,0,3299,185,3,899,2227,21,0,15,0,0,0,2,0,0,238,0,818,2101,12,0,0,1,0,1691,18,1,122,9,1992,192,1087,0,0,73,1015,1,0,0,0,0,0,0,0,2,0,14,0,3,14,0,0,195,0,475,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,699,0,0,0,0,104,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR6463091,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0,3,0,0,0,0,3,0,0,0,0,0,5,8910,0,247,34,37,557,0,11,0,2,0,908,0,0,0,0,0,10,133,0,0,0,0,0,0,0,0,0,52,0,0,0,0,8,0,0,0,57,7,280,6,0,275,126,1,120,0,0,0,0,0,0,0,6,0,1061,0,0,389,29,263,2,284,0,0,727,226,0,0,229,176,3,0,0,0,0,0,501,16,7,455,1064,8,0,89,0,0,0,2,0,15,56,0,805,59,5,84,0,15,0,532,25,19,61,0,1345,2,734,0,0,3,84,4,0,33,0,0,0,148,0,0,0,4,0,0,10,0,0,4,0,2,0,0,0,562,0,0,0,1,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,140,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,559
SRR6463093,1854,377,0,3,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,1,0,0,0,0,26,3907,0,80,62,91,770,0,3,93,2306,0,331,0,157,0,0,0,59,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,19,0,55,127,334,514,52,2461,2332,0,86,0,0,0,0,0,0,0,26,0,1220,0,11,437,0,687,3,140,0,0,207,166,0,0,59,3,0,0,0,0,0,0,187,2,0,450,2612,0,0,1,0,0,0,0,0,0,57,0,270,17,0,0,0,2,732,109,6,165,247,0,2640,4,5439,0,0,46,1030,0,0,0,14,0,0,1,0,1,0,7,0,0,3,0,0,646,0,183,0,0,0,303,0,0,0,0,38,0,0,0,50,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,46,36,0,0,0,146,266,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,2,0,0,10224
SRR6463095,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4055,0,3,0,0,0,0,0,0,0,0,0,0,26,5773,0,15,0,1,140,0,0,63,0,0,100,0,0,0,0,0,0,566,0,0,0,0,0,0,4,11,0,20,0,0,0,0,198,0,0,0,2533,327,3,1,0,2,2,54,403,0,2,0,1,3,0,0,1,2,1262,0,0,2077,70,671,1,1339,0,0,724,1053,1,0,135,43,0,0,0,0,0,0,6733,6,11,1347,133,0,0,99,0,0,0,0,0,18,151,0,734,2066,2,0,0,0,156,2403,25,0,18,0,2679,22,109,0,0,8,470,3,2,1,0,0,0,20,0,0,4196,0,0,1,13,3,0,724,91,0,0,30,0,480,143,2929,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,89,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
SRR6463097,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,163,0,2,0,0,0,0,0,0,0,0,0,0,36,3386,0,64,23,23,147,0,308,0,2783,0,799,0,0,0,0,0,20,65,0,0,0,0,0,0,0,2,0,1,0,0,0,0,22,0,1,0,290,94,970,0,50,6,33,1,184,0,0,0,5,0,2,0,3,2,912,0,0,452,8,117,0,1045,1,0,193,467,0,0,252,0,0,0,0,0,0,1,880,50,0,903,9897,0,0,17,0,0,0,0,0,2,130,0,391,207,9,67,0,2,79,685,56,13,195,0,448,8,6648,37,0,104,1989,0,0,28,405,0,0,0,0,1,211,0,0,0,1,7,0,10,0,1,0,0,0,1677,0,0,0,2,155,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,63
SRR6463122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,1,0,0,0,0,0,0,0,0,1,0,39,11062,0,91,99,93,357,0,178,334,4546,0,422,0,0,0,0,0,3,119,0,0,0,0,0,0,0,1,0,487,0,0,0,0,47,0,0,0,1379,161,76,0,0,21,0,59,813,0,101,0,0,0,0,0,0,0,829,0,0,1201,129,530,0,532,79,0,1974,488,0,0,263,52,1,0,0,0,0,0,1315,32,3,783,601,75,0,43,0,0,0,0,0,5,55,0,311,1141,0,0,3,0,77,1797,27,0,170,11,1512,36,414,22,0,20,1149,0,0,0,0,0,0,4,0,7,144,0,0,0,0,1,0,60,0,617,0,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,47,0,0,0,0,15,0,0,0,196,0,0,0,0,442,0,24,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,86
